participant_id,experiment,item,cond,presentation_order,literal_response,response,timestamp,english_first_language,country_of_birth
5d404c6a584cc80017e81001,comprehension,18,comprehension,88,No,No,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,Filler,4,NA,89,NA,4-Natural,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,comprehension,77,comprehension,90,No,No,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,Filler,24,NA,91,NA,5-Very Natural,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,comprehension,97,comprehension,92,Yes,Yes,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,V-P-NP,10,other_NP,93,NA,2-Unnatural,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,Filler,28,NA,94,NA,5-Very Natural,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,comprehension,101,comprehension,95,Yes,Yes,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,Filler,20,NA,96,NA,5-Very Natural,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,comprehension,93,comprehension,97,No,No,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,Filler,19,NA,98,NA,5-Very Natural,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,comprehension,92,comprehension,99,No,No,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,Filler,13,NA,100,NA,5-Very Natural,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,comprehension,86,comprehension,101,No,No,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,Filler,1,NA,102,NA,5-Very Natural,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,comprehension,74,comprehension,103,No,No,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,Filler,12,NA,104,NA,5-Very Natural,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,comprehension,85,comprehension,105,No,No,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,Filler,34,NA,106,NA,5-Very Natural,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,comprehension,107,comprehension,107,Yes,Yes,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,Filler,18,NA,108,NA,5-Very Natural,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,comprehension,91,comprehension,109,No,No,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,Filler,35,NA,110,NA,3-Neutral,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,comprehension,108,comprehension,111,Yes,Yes,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,Filler,15,NA,112,NA,5-Very Natural,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,comprehension,88,comprehension,113,No,No,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,V-Prep-NP,7,of_NP,114,NA,2-Unnatural,2024-05-08 08:01:28,Yes,UK
5d404c6a584cc80017e81001,comprehension,21,comprehension,115,Yes,Yes,2024-05-08 08:01:28,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-Prep-NP,5,of_base,0,NA,2-Unnatural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,14,comprehension,1,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,9,NA,2,NA,2-Unnatural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,82,comprehension,3,No,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-P-NP,3,other_base,4,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,11,NA,5,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,84,comprehension,6,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,1,NA,7,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,74,comprehension,8,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,12,NA,9,NA,5-Very Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,85,comprehension,10,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,18,NA,11,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,91,comprehension,12,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,19,NA,13,NA,2-Unnatural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,92,comprehension,14,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-P-NP,8,other_NP,15,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,38,NA,16,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,111,comprehension,17,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-P-NP,9,other_PP,18,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-P-NP,12,other_PP,19,NA,2-Unnatural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,5,NA,20,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,78,comprehension,21,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-Prep-NP,10,of_NP,22,NA,2-Unnatural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,30,comprehension,23,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,39,NA,24,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,112,comprehension,25,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,15,NA,26,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,88,comprehension,27,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,29,NA,28,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,102,comprehension,29,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-Prep-NP,3,of_PP,30,NA,1-Very Unnatural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,9,comprehension,31,Yes,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-P-NP,10,other_NP,32,NA,2-Unnatural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-P-NP,4,other_base,33,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,10,NA,34,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,83,comprehension,35,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-Prep-NP,9,of_base,36,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,26,comprehension,37,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,21,NA,38,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,94,comprehension,39,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-Prep-NP,12,of_base,40,NA,5-Very Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,35,comprehension,41,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,36,NA,42,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,109,comprehension,43,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,8,NA,44,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,81,comprehension,45,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-P-NP,7,other_base,46,NA,5-Very Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-P-NP,2,other_base,47,NA,5-Very Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,25,NA,48,NA,1-Very Unnatural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,98,comprehension,49,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-P-NP,5,other_PP,50,NA,2-Unnatural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-Prep-NP,2,of_PP,51,NA,1-Very Unnatural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,6,comprehension,52,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-P-NP,1,other_NP,53,NA,2-Unnatural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,20,NA,54,NA,3-Neutral,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,93,comprehension,55,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-Prep-NP,1,of_NP,56,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,2,comprehension,57,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,28,NA,58,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,101,comprehension,59,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,24,NA,60,NA,5-Very Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,97,comprehension,61,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,23,NA,62,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,96,comprehension,63,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-Prep-NP,7,of_PP,64,NA,1-Very Unnatural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,22,comprehension,65,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,3,NA,66,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,76,comprehension,67,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,35,NA,68,NA,1-Very Unnatural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,108,comprehension,69,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-P-NP,6,other_NP,70,NA,2-Unnatural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,13,NA,71,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,86,comprehension,72,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,22,NA,73,NA,5-Very Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,95,comprehension,74,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,16,NA,75,NA,5-Very Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,89,comprehension,76,No,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,32,NA,77,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,105,comprehension,78,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,33,NA,79,NA,1-Very Unnatural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,106,comprehension,80,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,26,NA,81,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,99,comprehension,82,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-P-NP,11,other_PP,83,NA,2-Unnatural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,37,NA,84,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,110,comprehension,85,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,34,NA,86,NA,5-Very Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,107,comprehension,87,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,6,NA,88,NA,5-Very Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,79,comprehension,89,No,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-Prep-NP,4,of_PP,90,NA,2-Unnatural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,13,comprehension,91,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,14,NA,92,NA,3-Neutral,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,87,comprehension,93,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,31,NA,94,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,104,comprehension,95,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,40,NA,96,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,113,comprehension,97,Yes,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,7,NA,98,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,80,comprehension,99,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,2,NA,100,NA,3-Neutral,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,75,comprehension,101,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,27,NA,102,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,100,comprehension,103,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-Prep-NP,8,of_NP,104,NA,2-Unnatural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,24,comprehension,105,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,4,NA,106,NA,3-Neutral,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,77,comprehension,107,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,30,NA,108,NA,5-Very Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,103,comprehension,109,Yes,Yes,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,Filler,17,NA,110,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,90,comprehension,111,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-Prep-NP,6,of_NP,112,NA,1-Very Unnatural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,18,comprehension,113,No,No,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,V-Prep-NP,11,of_base,114,NA,4-Natural,2024-05-08 08:03:35,Yes,UK
5dbdbf8f0fbd8b2f1b94b974,comprehension,32,comprehension,115,Yes,Yes,2024-05-08 08:03:35,Yes,UK
6318acc6273e916b39a95a85,V-Prep-NP,8,of_base,0,NA,4-Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,23,comprehension,1,No,No,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,17,NA,2,NA,5-Very Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,90,comprehension,3,No,No,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,V-P-NP,3,other_PP,4,NA,4-Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,2,NA,5,NA,3-Neutral,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,75,comprehension,6,No,No,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,16,NA,7,NA,4-Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,89,comprehension,8,No,Yes,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,36,NA,9,NA,4-Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,109,comprehension,10,Yes,Yes,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,V-P-NP,5,other_NP,11,NA,5-Very Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,39,NA,12,NA,5-Very Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,112,comprehension,13,Yes,Yes,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,27,NA,14,NA,4-Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,100,comprehension,15,Yes,Yes,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,V-P-NP,8,other_PP,16,NA,3-Neutral,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,25,NA,17,NA,2-Unnatural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,98,comprehension,18,Yes,Yes,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,19,NA,19,NA,3-Neutral,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,92,comprehension,20,No,No,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,38,NA,21,NA,1-Very Unnatural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,111,comprehension,22,Yes,Yes,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,V-Prep-NP,10,of_NP,23,NA,2-Unnatural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,30,comprehension,24,No,No,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,V-P-NP,1,other_PP,25,NA,4-Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,22,NA,26,NA,5-Very Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,95,comprehension,27,Yes,Yes,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,33,NA,28,NA,4-Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,106,comprehension,29,Yes,Yes,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,34,NA,30,NA,4-Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,107,comprehension,31,Yes,Yes,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,V-Prep-NP,6,of_PP,32,NA,3-Neutral,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,19,comprehension,33,No,No,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,5,NA,34,NA,3-Neutral,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,78,comprehension,35,No,No,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,7,NA,36,NA,5-Very Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,80,comprehension,37,No,No,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,31,NA,38,NA,4-Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,104,comprehension,39,Yes,Yes,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,13,NA,40,NA,5-Very Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,86,comprehension,41,No,No,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,12,NA,42,NA,5-Very Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,85,comprehension,43,No,No,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,V-P-NP,11,other_base,44,NA,5-Very Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,V-Prep-NP,2,of_PP,45,NA,3-Neutral,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,6,comprehension,46,No,No,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,20,NA,47,NA,4-Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,93,comprehension,48,No,No,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,1,NA,49,NA,5-Very Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,74,comprehension,50,No,No,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,V-P-NP,9,other_NP,51,NA,4-Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,14,NA,52,NA,3-Neutral,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,87,comprehension,53,No,No,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,40,NA,54,NA,4-Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,113,comprehension,55,Yes,Yes,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,4,NA,56,NA,2-Unnatural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,77,comprehension,57,No,No,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,23,NA,58,NA,3-Neutral,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,96,comprehension,59,Yes,Yes,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,35,NA,60,NA,4-Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,108,comprehension,61,Yes,Yes,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,V-P-NP,7,other_base,62,NA,5-Very Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,29,NA,63,NA,4-Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,102,comprehension,64,Yes,Yes,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,V-P-NP,4,other_PP,65,NA,3-Neutral,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,V-Prep-NP,7,of_PP,66,NA,1-Very Unnatural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,V-P-NP,2,other_base,68,NA,5-Very Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,6,NA,69,NA,4-Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,79,comprehension,70,No,No,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,24,NA,71,NA,4-Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,97,comprehension,72,Yes,Yes,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,30,NA,73,NA,5-Very Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,103,comprehension,74,Yes,Yes,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,10,NA,75,NA,4-Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,83,comprehension,76,No,No,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,V-Prep-NP,9,of_NP,77,NA,3-Neutral,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,27,comprehension,78,Yes,Yes,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,V-Prep-NP,3,of_base,79,NA,4-Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,7,comprehension,80,Yes,No,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,32,NA,81,NA,4-Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,105,comprehension,82,Yes,Yes,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,V-P-NP,12,other_NP,83,NA,3-Neutral,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,V-Prep-NP,4,of_base,84,NA,5-Very Natural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,10,comprehension,85,No,No,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,Filler,9,NA,86,NA,2-Unnatural,2024-05-08 08:08:55,Yes,UK
6318acc6273e916b39a95a85,comprehension,82,comprehension,87,No,Yes,2024-05-08 08:08:55,Yes,UK
